,gene,decouple_TAC,couple_TAC,decouple_cortex,couple_cortex,decouple_irs,couple_irs,decouple_medulla,couple_medulla
130,SZT2,0.00034493211450449535,-0.00035493211450449537,0.011317448384765394,-0.011327448384765394,-0.004590550940221913,0.004580550940221913,0.0045493910622311645,-0.004559391062231164
131,CEP164,0.008103112710664905,-0.008113112710664904,0.008279241247539953,-0.008289241247539953,0.004220629713419591,-0.00423062971341959,0.008964167105210197,-0.008974167105210196
132,EDNRA,0.0056941367285702205,-0.00570413672857022,0.010098166298893041,-0.01010816629889304,,,0.0092726987001817,-0.0092826987001817
133,RABGEF1,0.0038503214416503798,-0.00386032144165038,0.007086977709683334,-0.007096977709683334,-0.008270040563623557,0.008260040563623557,0.004768042294294034,-0.004778042294294033
134,COL18A1,0.0036972673454104266,-0.0037072673454104266,0.007426895325886029,-0.007436895325886029,-0.020088161798884653,0.020078161798884653,0.011541684881448952,-0.011551684881448952
135,RNF13,0.009510276858504897,-0.009520276858504897,0.004796456154469192,-0.0048064561544691915,-0.0016616079823055935,0.0016516079823055935,0.0007359211213890104,-0.0007459211213890105
136,MB21D2,0.010168714302202272,-0.010178714302202272,0.004216281750611811,-0.004226281750611811,0.011757365916093873,-0.011767365916093873,0.0025263384423513946,-0.0025363384423513946
137,PDCD4,0.004666925695555393,-0.004676925695555393,0.01314961277745326,-0.013159612777453259,0.009892652272854949,-0.009902652272854948,0.007489983711559747,-0.007499983711559747
138,PIGN,0.010485829716271981,-0.010495829716271981,0.0071894767867602405,-0.00719947678676024,-0.004192136224004064,0.004182136224004065,0.007844273380997968,-0.007854273380997968
139,SMC2,0.00858548895395693,-0.00859548895395693,0.0034825311402843367,-0.0034925311402843368,-0.008106849821767806,0.008096849821767806,0.0007154735430861536,-0.0007254735430861537
140,MCM4,0.0063098215924449474,-0.006319821592444947,-0.0009033174638648778,0.0008933174638648777,-0.018645422266079993,0.018635422266079994,-0.016123855926325703,0.016113855926325703
141,TXNIP,0.0050532479612381345,-0.005063247961238134,0.007740809993804429,-0.0077508099938044285,-0.01032351178489714,0.010313511784897141,0.0019065570780690683,-0.0019165570780690683
142,IFT80,0.011412237263086565,-0.011422237263086565,0.0023399002684828113,-0.0023499002684828113,-0.03207265143798477,0.032062651437984764,-0.003801225351994744,0.003791225351994744
143,MLEC,0.0046811059495458565,-0.004691105949545856,-0.00022602404296521994,0.00021602404296521994,-0.008745109756111119,0.00873510975611112,-0.005251691690854987,0.0052416916908549875
144,CEP290,0.005288830871802465,-0.0052988308718024645,0.007160485476726583,-0.007170485476726583,-0.004636926417693532,0.0046269264176935325,0.006190519877052811,-0.00620051987705281
145,WDR61,0.007376964000530117,-0.007386964000530117,0.006490922205232938,-0.0065009222052329375,-0.006278111804044903,0.006268111804044903,-0.002053061452907623,0.002043061452907623
146,KRT72,0.0013357347390327151,-0.0013457347390327151,,,-0.03379174135661234,0.033781741356612334,,
147,PRPF39,0.004806834972810994,-0.004816834972810994,0.008924021409414326,-0.008934021409414326,0.009269244186812103,-0.009279244186812103,0.007913770830027617,-0.007923770830027616
148,SERGEF,0.0042417244949499305,-0.00425172449494993,0.013053206768714423,-0.013063206768714423,-0.008674226028479531,0.008664226028479532,0.006701645516652768,-0.006711645516652768
149,RAD54B,0.010845510329479793,-0.010855510329479793,0.006677929079106276,-0.006687929079106276,-0.024773829629907256,0.024763829629907256,-0.019884297805218477,0.019874297805218478
150,ZZEF1,0.0033302758631511137,-0.0033402758631511137,0.013095866100198736,-0.013105866100198735,0.012247814113900843,-0.012257814113900842,0.0035926975272214945,-0.0036026975272214945
151,ABL2,0.0038143050193630776,-0.0038243050193630776,0.007189296569515516,-0.0071992965695155155,0.008853086267105875,-0.008863086267105875,0.009559623438671797,-0.009569623438671796
152,ACVR1B,0.004338666687965655,-0.004348666687965654,0.004609571552937841,-0.004619571552937841,0.002452116189370482,-0.002462116189370482,0.001357154536210825,-0.001367154536210825
153,ADARB1,0.008401448229019115,-0.008411448229019115,0.0024772212194024007,-0.0024872212194024007,-0.01402050151309328,0.014010501513093281,0.005859370209254852,-0.005869370209254852
154,AFF3,0.005411321603627228,-0.005421321603627228,0.014147069366094611,-0.01415706936609461,0.008533933423278878,-0.008543933423278877,0.008040447738561662,-0.008050447738561662
155,AGPAT3,0.008364078789824064,-0.008374078789824064,0.009291879117266214,-0.009301879117266213,0.00675294418742986,-0.00676294418742986,0.0012311976977980726,-0.0012411976977980727
156,ARHGAP29,0.0015925717616174784,-0.0016025717616174784,0.010436343303169435,-0.010446343303169434,-0.005121897914417833,0.005111897914417834,0.00197192935352547,-0.00198192935352547
157,ATF3,0.004119870139217954,-0.004129870139217954,0.007410893996649445,-0.007420893996649445,0.005537796002564752,-0.005547796002564751,0.003153057839482304,-0.003163057839482304
158,ATP13A2,0.0012372593413923147,-0.0012472593413923147,0.011212649785697817,-0.011222649785697817,0.003615103627601715,-0.003625103627601715,0.003273839130608705,-0.003283839130608705
159,AZIN1,0.004389997456941672,-0.004399997456941671,0.014041722562816314,-0.014051722562816314,0.001987577624847539,-0.001997577624847539,0.0036084419770278653,-0.0036184419770278653
160,BNC2,0.0026175259370324055,-0.0026275259370324056,0.0074409895463413145,-0.007450989546341314,0.011419177008864953,-0.011429177008864953,0.006878777709457523,-0.006888777709457523
161,BRAF,0.006455782658381579,-0.006465782658381578,0.008374958838839777,-0.008384958838839777,0.01055303841969188,-0.010563038419691879,0.008094127284061461,-0.008104127284061461
162,BTG2,0.006190638488418311,-0.006200638488418311,0.0108169191949712,-0.0108269191949712,0.005794815541277559,-0.005804815541277559,0.005088398902649019,-0.0050983989026490185
163,CGNL1,-4.0443141465937305e-05,3.0443141465937305e-05,-0.016013318456919,0.016003318456919,,,-0.006480126566195635,0.006470126566195635
164,CHD2,0.005015196189744817,-0.005025196189744816,0.0068943068574943145,-0.006904306857494314,-0.0014274264603459652,0.0014174264603459652,0.00351112114959469,-0.00352112114959469
