,gene,decouple_UL,couple_UL,decouple_RAO,couple_RAO,decouple_DL,couple_DL,decouple_Subplate,couple_Subplate,decouple_VSVZ,couple_VSVZ,decouple_IPC,couple_IPC,decouple_DC,couple_DC
624,SHROOM3,-0.01045983497935904,0.01045983497935904,-0.0014287631761660813,0.0014287631761660813,0.0029815544582904516,-0.0029815544582904516,-0.0033687563438814794,0.0033687563438814794,,,,,0.001064846630030515,-0.001064846630030515
625,FRAS1,-0.0011023075647595623,0.0011023075647595623,-0.004119456534178369,0.004119456534178369,-0.0016760668758619701,0.0016760668758619701,0.003970494752638942,-0.003970494752638942,,,,,,
626,4930467D21RIK,0.004105532370515433,-0.004105532370515433,-0.010190235098864145,0.010190235098864145,-0.013496602104676902,0.013496602104676902,0.0030046658420310596,-0.0030046658420310596,,,,,0.009092255595138952,-0.009092255595138952
627,ANTXR2,-0.001391964344091029,0.001391964344091029,-0.0031811586472674028,0.0031811586472674028,-0.003505950804238489,0.003505950804238489,0.00677701740977904,-0.00677701740977904,,,,,2.93830955124183e-05,-2.93830955124183e-05
628,CFAP299,0.00591795694860954,-0.00591795694860954,0.011794512792849668,-0.011794512792849668,-0.005414792559088277,0.005414792559088277,,,,,,,,
629,PRKG2,,,0.008443205297177382,-0.008443205297177382,-0.0030312022175343345,0.0030312022175343345,-0.004779450801904048,0.004779450801904048,,,,,,
630,RASGEF1B,-0.0013196677287807615,0.0013196677287807615,0.0013325850855700067,-0.0013325850855700067,0.014448283757579172,-0.014448283757579172,-0.00020192308143455323,0.00020192308143455323,,,,,-0.0007673822688907053,0.0007673822688907053
631,TMEM150C,-0.003005306001633762,0.003005306001633762,0.0005821193214232342,-0.0005821193214232342,-0.0015505008977267365,0.0015505008977267365,-0.004271050359555759,0.004271050359555759,,,,,0.0016772928626892364,-0.0016772928626892364
632,ARHGAP24,-0.0034668664134684946,0.0034668664134684946,-0.007074543697974958,0.007074543697974958,0.009533738133211053,-0.009533738133211053,-0.009408341998413366,0.009408341998413366,0.00010242001123614286,-0.00010242001123614286,5.620504062164855e-16,-5.620504062164855e-16,,
633,PTPN13,-0.002451295901386173,0.002451295901386173,-0.0032656919434805656,0.0032656919434805656,-0.004917354336811161,0.004917354336811161,0.005644842131038996,-0.005644842131038996,,,,,0.00312887387258997,-0.00312887387258997
634,AFF1,0.016858515305796434,-0.016858515305796434,-0.006268358181640156,0.006268358181640156,-0.0029784978221399985,0.0029784978221399985,-0.003649741014127829,0.003649741014127829,,,,,0.0002776781320501451,-0.0002776781320501451
635,SPARCL1,-0.005341320231741727,0.005341320231741727,-0.0031707482769460366,0.0031707482769460366,0.0062176923428275965,-0.0062176923428275965,0.001038686851960284,-0.001038686851960284,,,,,,
636,LRRC8C,-0.005682112881177273,0.005682112881177273,0.01729832419775617,-0.01729832419775617,0.0032189737143714647,-0.0032189737143714647,0.001112526033374056,-0.001112526033374056,,,,,-0.0008157232387028396,0.0008157232387028396
637,GM28050,-0.0052884144571255925,0.0052884144571255925,-0.015690504734775783,0.015690504734775783,0.01702020907636232,-0.01702020907636232,0.016634602040305334,-0.016634602040305334,,,,,,
638,TGFBR3,-0.0016425913622137855,0.0016425913622137855,0.00730809683359044,-0.00730809683359044,-0.008375248762608874,0.008375248762608874,0.010224850610034066,-0.010224850610034066,,,,,-0.0011155496677084861,0.0011155496677084861
639,CCDC18,-0.007262271898599834,0.007262271898599834,-0.0036638779506299943,0.0036638779506299943,-0.009333638068685403,0.009333638068685403,0.005101639639976736,-0.005101639639976736,,,,,0.0010125197610754803,-0.0010125197610754803
640,POLE,0.0002963284313717493,-0.0002963284313717493,0.003743151673398594,-0.003743151673398594,-0.0036118663273790874,0.0036118663273790874,-0.0014192639573261182,0.0014192639573261182,,,,,0.02155947282023807,-0.02155947282023807
641,GALNT9,-0.0058548323716572995,0.0058548323716572995,-0.008349010716370807,0.008349010716370807,0.00030812321127708653,-0.00030812321127708653,0.03808719072542026,-0.03808719072542026,,,,,0.03573024016045507,-0.03573024016045507
