,Unnamed: 0,decouple_UL,couple_UL,decouple_RAO,couple_RAO,decouple_DL,couple_DL,decouple_Subplate,couple_Subplate,decouple_VSVZ,couple_VSVZ,decouple_IPC,couple_IPC,decouple_DC,couple_DC,gene
ASPM,103.0,0.005535171301842459,-0.00554517130184246,0.005472125055735633,-0.005482125055735632,0.003623746203486225,-0.003633746203486225,-0.005246618901618469,0.005236618901618468,0.0037055924940303797,-0.0037155924940303797,,,0.0030802067909713603,-0.0030902067909713603,
KCNT2,104.0,0.00827488899487476,-0.00828488899487476,0.005947382138815614,-0.0059573821388156116,0.009518171546737885,-0.009528171546737884,0.006771017490389608,-0.006781017490389608,0.011509533075631241,-0.011519533075631241,0.009810973489006669,-0.009820973489006669,0.0057733993130503,-0.005783399313050299,
B3GALT2,105.0,0.01119287634137163,-0.01120287634137163,0.005091076151255633,-0.0051010761512556325,0.009072310267039294,-0.009082310267039291,0.010210513907587064,-0.010220513907587063,0.015301975957774104,-0.015311975957774103,0.008128296938637189,-0.008138296938637189,0.005695002068643956,-0.005705002068643957,
GM29514,106.0,,,0.0012095083317669175,-0.0012195083317669175,0.009816521731956629,-0.009826521731956629,0.0047200003240986796,-0.00473000032409868,,,,,,,
BRINP3,107.0,-0.04615439761616512,0.046144397616165116,0.0041139806358250755,-0.004123980635825076,0.008089315239702383,-0.00809931523970238,0.0047200003240986796,-0.00473000032409868,,,,,0.0006637069862273638,-0.0006737069862273638,
HMCN1,108.0,,,0.004672022611442866,-0.004682022611442866,-0.003694097149934239,0.003684097149934239,0.015901844699431008,-0.01591184469943101,0.01117999943758391,-0.01118999943758391,0.006434796375558105,-0.006444796375558105,0.0015465246800126647,-0.0015565246800126648,
COLGALT2,109.0,-0.016790260351662558,0.016780260351662562,0.009881773745261585,-0.009891773745261585,0.009339715380338523,-0.009349715380338523,0.012029605252157377,-0.012039605252157377,0.009969483949355729,-0.009979483949355729,0.0022072973938967178,-0.0022172973938967178,-0.006042271142557586,0.006032271142557586,
RGL1,110.0,0.00475682109773426,-0.004766821097734259,0.00857257591118206,-0.008582575911182059,0.007434995447402323,-0.007444995447402324,0.010021492187654302,-0.0100314921876543,0.008247388328736949,-0.008257388328736948,0.01069924410174822,-0.010709244101748215,0.00493122059322211,-0.00494122059322211,
NPL,111.0,0.0014659635056639836,-0.0014759635056639836,0.003338303559475148,-0.003348303559475148,0.0021797452723626848,-0.0021897452723626852,0.006593051119238455,-0.006603051119238455,,,,,,,
RGS8,112.0,0.00124684263272358,-0.0012568426327235801,0.001828864335934016,-0.001838864335934016,-0.0002993154976047574,0.00028931549760475737,,,0.010086199611596609,-0.010096199611596609,,,,,
CACNA1E,113.0,0.00792749886786262,-0.00793749886786262,0.0060795768623712184,-0.006089576862371219,0.00453090956270262,-0.004540909562702621,0.009763806555839263,-0.009773806555839265,0.01025722622233996,-0.01026722622233996,0.00890844233671062,-0.00891844233671062,0.007466649640557681,-0.007476649640557681,
FAM163A,114.0,-0.022775170601101142,0.022765170601101142,-0.00438895316972121,0.004378953169721211,0.009858899622414152,-0.009868899622414152,0.0044232058255148365,-0.004433205825514836,0.008080713023707317,-0.008090713023707317,-0.002547347370149,0.002537347370149,0.006898859259291727,-0.006908859259291728,
CRYZL2,115.0,0.012718748066492187,-0.012728748066492188,0.0013045173729538811,-0.0013145173729538812,,,,,,,0.0023963537030695647,-0.0024063537030695648,,,
BRINP2,116.0,0.00664937072123685,-0.006659370721236849,0.005190073046268992,-0.0052000730462689925,0.007438431265709339,-0.0074484312657093375,0.011855737219026231,-0.01186573721902623,0.006917176181878718,-0.006927176181878717,0.012591850254874498,-0.012601850254874498,0.0049489437166508115,-0.004958943716650812,
PAPPA2,117.0,0.0032206676383421677,-0.0032306676383421678,0.006333069274758157,-0.006343069274758157,0.007808259717015986,-0.007818259717015986,,,-0.001434915400697248,0.001424915400697248,0.008915224615710773,-0.008925224615710773,0.005910875712319061,-0.00592087571231906,
TNR,118.0,0.008360817470247141,-0.008370817470247139,0.006518082290810162,-0.006528082290810162,0.007125857543464009,-0.00713585754346401,0.009418874633200208,-0.009428874633200208,0.009618567746448677,-0.009628567746448677,-0.0052117977827444905,0.005201797782744492,0.0059627447504777,-0.005972744750477699,
PRRX1,119.0,0.0005875186635653784,-0.0005975186635653784,0.008806890625164598,-0.008816890625164598,-0.003252365483615557,0.003242365483615557,,,0.010083865570323687,-0.010093865570323688,0.010605675703732234,-0.010615675703732234,0.0067913931786170575,-0.006801393178617058,
ATP1B1,120.0,0.006210051788012122,-0.006220051788012122,0.0061596856578518275,-0.006169685657851825,0.0044370934454504435,-0.004447093445450443,0.009460100405887822,-0.009470100405887822,0.009995627307091859,-0.010005627307091858,0.009748755246390987,-0.009758755246390987,0.005347094305103856,-0.005357094305103855,
CD247,121.0,,,0.007429401506627353,-0.007439401506627353,0.009089496653698348,-0.00909949665369835,,,0.011692072149767791,-0.011702072149767793,-0.0001767198890023497,0.0001667198890023497,,,
ILDR2,122.0,-0.0037347002659586523,0.003724700265958651,0.008040536575842071,-0.008050536575842069,0.013742451428365192,-0.013752451428365193,0.008168009787094005,-0.008178009787094005,,,0.012261769502596527,-0.012271769502596524,0.008318911270723782,-0.008328911270723782,
NUF2,123.0,0.002293964105654217,-0.002303964105654217,0.008150119409707113,-0.008160119409707112,0.007535039221446756,-0.007545039221446757,-0.0005415850217040523,0.0005315850217040523,-0.0035246046601299366,0.003514604660129937,,,,,
RGS5,124.0,,,0.0032109545016932237,-0.0032209545016932237,,,,,,,,,,,
RGS4,125.0,-0.007813334828840168,0.007803334828840169,0.00145500809132372,-0.00146500809132372,0.012566236416695813,-0.012576236416695809,,,-0.005379144738541383,0.0053691447385413845,,,0.004171425444795332,-0.004181425444795332,
CCDC190,126.0,,,0.008135685855600733,-0.00814568585560073,,,,,,,,,,,
DDR2,127.0,0.003656631569337307,-0.003666631569337307,0.0061370611189352645,-0.006147061118935263,,,,,0.009195826015353362,-0.00920582601535336,,,,,
ATP1A2,128.0,-0.003458412077319478,0.003448412077319478,0.005651248133965185,-0.0056612481339651825,0.008664658580459575,-0.008674658580459575,,,0.003818281186370176,-0.0038282811863701756,0.014234979220189625,-0.014244979220189625,-0.01028474736763535,0.01027474736763535,
KCNJ10,129.0,-0.009554040652332207,0.00954404065233221,0.008482079290232786,-0.008492079290232784,0.013587099148883036,-0.013597099148883036,0.010519598890415635,-0.010529598890415636,0.011592481357479359,-0.01160248135747936,0.014288256087022584,-0.01429825608702258,,,
TAGLN2,130.0,0.002315120950211039,-0.002325120950211039,0.007394623206506953,-0.007404623206506953,-0.0004904747352231509,0.00048047473522315086,0.002590448829439165,-0.002600448829439165,0.009937887057883676,-0.009947887057883676,0.008223170598928117,-0.008233170598928117,-0.0009521233609554037,0.0009421233609554037,
AIM2,131.0,0.015131311621364732,-0.015141311621364732,0.00674179752162439,-0.00675179752162439,0.004498950046422409,-0.00450895004642241,,,-0.005652038010796487,0.005642038010796486,0.009727656881192856,-0.009737656881192856,0.0015178275568232535,-0.0015278275568232536,
RGS7,132.0,0.007986444534160031,-0.007996444534160029,0.006974616988529206,-0.006984616988529206,0.006415896254424791,-0.006425896254424791,0.007107313011435051,-0.007117313011435052,0.011083884372263623,-0.011093884372263623,0.00056908452776816,-0.00057908452776816,0.007510822069141873,-0.007520822069141874,
EXO1,133.0,-0.008915112632064986,0.008905112632064987,0.006507526257655771,-0.006517526257655771,0.0021490238657772553,-0.0021590238657772554,,,-0.002027611970968401,0.002017611970968401,,,,,
PLD5,134.0,-0.005157207152075224,0.005147207152075225,-0.0021823127829908857,0.002172312782990886,,,0.0019021871617231065,-0.0019121871617231066,0.008104462889657799,-0.008114462889657798,,,-0.00015911198611495703,0.00014911198611495703,
KIF26B,135.0,0.004776351642499718,-0.004786351642499718,0.0049791573320086685,-0.004989157332008668,0.006550409703702589,-0.006560409703702589,0.013454290377489256,-0.013464290377489255,0.009590234715348422,-0.009600234715348422,0.0097336670945901,-0.0097436670945901,0.0063272823289172025,-0.006337282328917202,
ITPKB,136.0,0.002409199195004708,-0.0024191991950047076,0.007629726670865422,-0.007639726670865422,0.00437529989380514,-0.00438529989380514,0.00543780511622087,-0.005447805116220871,0.009897411373063408,-0.009907411373063408,0.0013654865348759482,-0.0013754865348759482,0.0028988298762828296,-0.0029088298762828296,
CNIH3,137.0,0.012517937918000668,-0.012527937918000668,0.00868619353439283,-0.00869619353439283,0.00702253506627601,-0.007032535066276009,0.012078096179897592,-0.012088096179897593,0.012702756703609151,-0.012712756703609152,0.0069653662008098,-0.0069753662008098,0.0049595663170508425,-0.004969566317050842,
SUSD4,138.0,0.009614033313958159,-0.009624033313958159,-0.0028408065368903113,0.002830806536890311,0.007376050998386881,-0.007386050998386881,0.010532725088605295,-0.010542725088605296,0.007862108491287323,-0.007872108491287324,0.007475118519347444,-0.0074851185193474425,0.007989369247972132,-0.007999369247972132,
DUSP10,139.0,-0.006266352390825424,0.006256352390825424,0.005397310060081262,-0.0054073100600812605,0.015329760005040575,-0.015339760005040575,0.0035808734516334234,-0.0035908734516334234,0.005525754643017715,-0.005535754643017716,0.01276230463760672,-0.01277230463760672,-0.009804111246789564,0.009794111246789566,
SLC30A10,140.0,0.0075321012009162,-0.0075421012009161984,0.004478635343181214,-0.004488635343181214,0.011597674830448755,-0.011607674830448752,0.00744594128857036,-0.007455941288570359,0.009435538056009052,-0.009445538056009051,0.01047955820468563,-0.010489558204685627,0.0026951457437955906,-0.0027051457437955906,
TGFB2,141.0,0.005343429261503371,-0.005353429261503371,0.005852411111834058,-0.005862411111834057,0.004678529267477485,-0.004688529267477485,0.010718142689557258,-0.010728142689557258,0.01245977607623494,-0.01246977607623494,0.007057856875451796,-0.007067856875451795,0.005036675618749251,-0.00504667561874925,
SPATA17,142.0,,,0.0011569747108520073,-0.0011669747108520071,,,,,,,,,,,
ESRRG,143.0,0.010212493465565629,-0.01022249346556563,0.003008632537683589,-0.003018632537683589,0.008977959008514171,-0.008987959008514169,,,0.006028355564860004,-0.006038355564860005,,,0.0015897590985197163,-0.0015997590985197163,
KCNK2,144.0,0.005221141443270225,-0.005231141443270224,0.005619206558753614,-0.005629206558753614,0.005976095285456186,-0.005986095285456187,0.009827565047460823,-0.009837565047460823,0.005393624295543867,-0.0054036242955438655,0.00921625127109192,-0.009226251271091921,0.0069996066263723474,-0.007009606626372348,
CENPF,145.0,0.01119081341860878,-0.01120081341860878,0.0050470915316968,-0.005057091531696801,0.0025607653613331787,-0.0025707653613331787,0.004747012571101661,-0.004757012571101661,0.013642833919804129,-0.013652833919804128,0.013953177424408587,-0.013963177424408588,-0.0007640733608873588,0.0007540733608873588,
PROX1,146.0,-0.006135629943251952,0.006125629943251953,0.006477728264436654,-0.006487728264436655,0.005776666269458454,-0.005786666269458455,-0.040578071749751116,0.04056807174975112,0.011807424788892755,-0.011817424788892751,0.010598205805117972,-0.010608205805117971,0.009805461063182487,-0.009815461063182488,
PROX1OS,147.0,-0.01440063916058863,0.014390639160588631,-0.0038998546799889756,0.0038898546799889756,-0.000520294741391869,0.000510294741391869,,,0.005708607305975694,-0.005718607305975693,0.01184315054650384,-0.01185315054650384,0.010685318529291651,-0.010695318529291651,
DTL,148.0,0.005484127894525764,-0.005494127894525764,0.004208480110865068,-0.004218480110865067,0.01538754290440317,-0.015397542904403169,0.005884004803987222,-0.005894004803987222,0.017132824931764552,-0.017142824931764552,0.012793114242356324,-0.012803114242356323,0.005700052851469553,-0.00571005285146955,
KCNH1,149.0,0.012377406613714824,-0.012387406613714822,-0.02045749467396577,0.02044749467396577,0.010854956015082864,-0.010864956015082864,0.00906647791945181,-0.00907647791945181,0.010775450607002982,-0.01078545060700298,,,0.0035444107354668727,-0.0035544107354668728,
CR2,150.0,0.000681997801285375,-0.000691997801285375,,,,,0.007553627368277985,-0.007563627368277984,,,0.006809087389022278,-0.0068190873890222785,-0.012672015014942641,0.012662015014942641,
BEND7,151.0,0.003693596707048108,-0.003703596707048108,0.006505024906939022,-0.006515024906939022,0.006184277647825282,-0.006194277647825281,0.0015411209986823243,-0.0015511209986823244,0.013217428004434996,-0.013227428004434995,0.012051747241019787,-0.012061747241019787,0.0058349974297826354,-0.005844997429782634,
MCM10,152.0,-0.030655065847401623,0.030645065847401624,0.005711742427262009,-0.00572174242726201,0.0010431791163621337,-0.0010531791163621337,,,0.005079816989797932,-0.0050898169897979325,,,,,
CAMK1D,153.0,0.003447583654189068,-0.003457583654189068,0.0036524209676177116,-0.0036624209676177116,0.003898162281702311,-0.0039081622817023105,0.008806348488376428,-0.008816348488376428,0.0041742857661640495,-0.004184285766164047,0.009605814577067842,-0.009615814577067842,0.005383645583663249,-0.0053936455836632495,
PTER,154.0,-0.0058289429111370574,0.00581894291113706,0.008162717249607404,-0.008172717249607405,,,,,,,0.01059939238752744,-0.010609392387527441,,,
C1QL3,155.0,0.014161050182680325,-0.014171050182680325,0.006539439119915905,-0.006549439119915904,-0.007868189907962134,0.007858189907962134,0.01295602601413845,-0.01296602601413845,0.008164107475457275,-0.008174107475457274,0.009664630425263054,-0.009674630425263054,-0.00519912269717404,0.0051891226971740425,
VIM,156.0,0.0071230910600668515,-0.007133091060066852,0.003288979240256035,-0.003298979240256035,0.006651369465075441,-0.006661369465075439,0.007892472709098236,-0.007902472709098236,0.007110258524969466,-0.0071202585249694654,0.011880234101089085,-0.011890234101089085,0.00601048422469716,-0.00602048422469716,
CACNB2,157.0,0.008133579262568122,-0.008143579262568122,0.00847733109923303,-0.00848733109923303,0.005984567675681507,-0.0059945676756815065,0.010696921051069966,-0.010706921051069964,0.012876395120075185,-0.012886395120075184,-0.003485467734017617,0.0034754677340176165,0.002790386338022352,-0.002800386338022352,
PLXDC2,158.0,0.01002917601511112,-0.010039176015111121,0.00530181629876722,-0.005311816298767221,0.009357508215234928,-0.009367508215234929,0.007872568703367583,-0.00788256870336758,0.0120196348374811,-0.0120296348374811,0.010484297685801695,-0.010494297685801695,0.006437748315108682,-0.006447748315108682,
NEBL,159.0,0.009970917184176378,-0.009980917184176378,0.007701920025786012,-0.007711920025786013,0.010371783264314677,-0.010381783264314676,0.009727979270571313,-0.009737979270571313,0.007154388293268198,-0.007164388293268199,,,0.009137173438088578,-0.009147173438088577,
ETL4,160.0,0.007577537854788083,-0.0075875378547880816,0.008301968304203489,-0.008311968304203488,0.008745448011538245,-0.008755448011538245,0.009393850015620486,-0.009403850015620486,,,0.007746297909503166,-0.007756297909503166,,,
ENKUR,161.0,0.00984684427283665,-0.009856844272836649,0.005330310073313971,-0.00534031007331397,0.0068678709998440815,-0.006877870999844079,,,0.01172633533342958,-0.01173633533342958,0.008896157991079555,-0.008906157991079553,0.0033063070987024434,-0.0033163070987024435,
GPR158,162.0,0.008803790504035625,-0.008813790504035624,0.0059884652778338645,-0.005998465277833865,0.0066545252145045475,-0.006664525214504547,0.016567251755617168,-0.016577251755617167,0.00865173187782367,-0.00866173187782367,0.0063606983056798275,-0.006370698305679825,0.007581023564850714,-0.007591023564850714,
GAD2,163.0,-8.139997582111425e-05,7.139997582111425e-05,0.008009954828805316,-0.008019954828805315,0.008666046046601636,-0.008676046046601636,0.006808858910959142,-0.006818858910959142,0.010001358685993887,-0.010011358685993888,0.0026775118487199906,-0.0026875118487199906,0.005421903878325529,-0.005431903878325529,
MASTL,164.0,0.0003679284151416745,-0.00037792841514167454,0.00476403545741015,-0.004774035457410151,0.005748962393092999,-0.005758962393092999,0.01225954418435482,-0.01226954418435482,0.012557606783925923,-0.012567606783925923,0.012219242103427716,-0.012229242103427716,0.005559029263769277,-0.005569029263769278,
PNPLA7,165.0,0.012769316875123088,-0.012779316875123087,0.006633105570031272,-0.006643105570031272,0.013900438261885641,-0.01391043826188564,0.0019492314881027206,-0.0019592314881027206,0.008978475564495771,-0.008988475564495769,0.01474460399586183,-0.014754603995861832,0.007016035590951139,-0.007026035590951139,
TUBB4B,166.0,0.005278119934481351,-0.005288119934481351,0.005184797319000997,-0.005194797319000997,0.005837243131917455,-0.005847243131917455,0.010964921872760823,-0.010974921872760824,0.007048174707947469,-0.007058174707947468,0.008907553460657941,-0.00891755346065794,0.005939836549727344,-0.0059498365497273435,
GRIN1,167.0,0.008293299701410767,-0.008303299701410766,0.002728758996600064,-0.002738758996600064,0.005955366651466175,-0.005965366651466176,0.0062380367322727595,-0.006248036732272757,0.008959985537643766,-0.008969985537643766,0.011445258903411831,-0.011455258903411831,0.004186661796379859,-0.00419666179637986,
ENTPD2,168.0,,,0.008092437504176361,-0.008102437504176361,-0.0006697211481250104,0.0006597211481250104,0.0011776313946202238,-0.0011876313946202238,-0.031879710558476736,0.03186971055847673,,,,,
PTGDS,169.0,,,0.009007778092379376,-0.009017778092379377,-0.021425565656991337,0.021415565656991337,,,-0.008051070218220789,0.008041070218220791,0.010702796037610582,-0.01071279603761058,,,
NOTCH1,170.0,-0.0028634920962882643,0.0028534920962882643,0.004927712491204564,-0.004937712491204564,0.005769115271260186,-0.005779115271260186,0.004763312111140214,-0.004773312111140213,0.011252021282791638,-0.011262021282791638,0.008533567842625198,-0.008543567842625197,0.006611229492382353,-0.006621229492382353,
EGFL7,171.0,-0.003968384323913901,0.0039583843239139015,0.0007034814599851669,-0.0007134814599851669,0.004529707925396045,-0.004539707925396045,,,,,,,0.003341458342130274,-0.0033514583421302736,
NTNG2,172.0,0.005320972792905679,-0.005330972792905678,0.00768820785578099,-0.007698207855780991,0.009327127365320806,-0.009337127365320805,0.009423433718218063,-0.009433433718218065,0.006956122611329982,-0.006966122611329981,0.010658956220628305,-0.010668956220628304,0.003731109579947309,-0.003741109579947309,
GM13403,173.0,-0.024245981814106383,0.02423598181410638,-0.0022390157709953067,0.0022290157709953058,-0.008476528472157088,0.008466528472157089,0.00948486731035908,-0.00949486731035908,0.011755287334283007,-0.011765287334283009,0.010973082041803806,-0.010983082041803805,-0.026009304073395797,0.025999304073395797,
PBX3,174.0,0.010507400570893152,-0.010517400570893152,0.00426188194735834,-0.004271881947358339,0.007594906574962881,-0.007604906574962881,0.01355016906540578,-0.013560169065405778,0.0077257003394451814,-0.007735700339445181,0.007247056141966219,-0.007257056141966219,0.00631678674140574,-0.00632678674140574,
C79798,175.0,,,0.0051861353676175845,-0.005196135367617583,0.008829535560841248,-0.00883953556084125,-0.006099245276854258,0.0060892452768542575,0.010820816802563056,-0.010830816802563054,0.011737887920066995,-0.011747887920066995,,,
HSPA5,176.0,0.0037546322241732155,-0.0037646322241732155,0.003324036967695371,-0.003334036967695371,0.0038104809903209,-0.0038204809903209,0.008801281543006925,-0.008811281543006925,0.0048405527880732435,-0.004850552788073243,0.011966981181159795,-0.011976981181159795,0.00607641996613259,-0.00608641996613259,
LHX6,177.0,0.0020472240208278536,-0.0020572240208278536,-0.0016572830748132347,0.0016472830748132346,-0.004057008300089968,0.004047008300089968,0.00615400341693037,-0.00616400341693037,0.007405290798720681,-0.007415290798720681,,,-0.009977435741288268,0.009967435741288269,
CRB2,178.0,-0.026736380488792042,0.02672638048879204,0.005428487157230197,-0.005438487157230196,-0.02635738833774912,0.02634738833774912,0.0059518768933221325,-0.005961876893322133,0.007670496181885242,-0.007680496181885242,-0.0004395449255871764,0.0004295449255871764,0.004763870531614943,-0.0047738705316149425,
LHX2,179.0,0.005630746125448657,-0.005640746125448657,0.005154508434577597,-0.005164508434577598,0.010963215753210687,-0.010973215753210686,0.010169225622875241,-0.010179225622875241,0.0039509581373696895,-0.003960958137369689,0.007085357961222977,-0.007095357961222976,0.0054821200765798744,-0.005492120076579874,
NR6A1OS,180.0,0.007573964617182974,-0.0075839646171829735,0.008015870944820994,-0.008025870944820993,0.007188622967017179,-0.00719862296701718,0.011158413694164288,-0.011168413694164287,0.010106348901909992,-0.010116348901909992,0.014457628430885591,-0.01446762843088559,0.006950145289322481,-0.00696014528932248,
LRP1B,181.0,0.010211933896928677,-0.010221933896928676,0.007213359265932057,-0.007223359265932056,0.007355139765815782,-0.007365139765815781,0.004399303172665999,-0.004409303172665999,0.008239407315204783,-0.008249407315204783,0.01005691684126242,-0.01006691684126242,0.007007202123711059,-0.00701720212371106,
ARHGAP15,182.0,0.007127685848354312,-0.0071376858483543125,-0.01131276875532973,0.01130276875532973,0.011811484071647851,-0.011821484071647851,,,0.0027252934335743537,-0.0027352934335743537,,,0.0011627488037784654,-0.0011727488037784654,
GM13481,183.0,0.002259778744883742,-0.002269778744883742,0.0030647456617655944,-0.0030747456617655944,0.006779709204548595,-0.006789709204548596,,,,,,,0.003437990247805361,-0.003447990247805361,
LYPD6B,184.0,0.006676610088190218,-0.006686610088190218,-0.010400029522366905,0.010390029522366905,0.003344352639527079,-0.003354352639527079,0.00798225186819694,-0.00799225186819694,0.008238994443740391,-0.00824899444374039,,,,,
LYPD6,185.0,0.008290615803922555,-0.008300615803922554,0.006245473927864703,-0.006255473927864703,0.010636746695985869,-0.010646746695985868,0.0107505849587249,-0.010760584958724898,0.0062845666688397936,-0.006294566668839794,0.013249858253380334,-0.013259858253380332,0.0056803385731668465,-0.005690338573166847,
GM13483,186.0,0.010102044936750751,-0.01011204493675075,0.007938527417191574,-0.007948527417191573,-0.01759745893586398,0.01758745893586398,0.008376107687960294,-0.008386107687960293,0.01491757354212625,-0.01492757354212625,0.009503914446064049,-0.009513914446064049,0.006799444560821481,-0.006809444560821481,
RND3,187.0,0.011734688198386162,-0.01174468819838616,0.007945671755346065,-0.007955671755346064,0.012476475650130188,-0.012486475650130186,0.005825408950243138,-0.005835408950243138,0.008704340480358189,-0.008714340480358188,0.013953203800857477,-0.013963203800857476,0.007491599541455937,-0.007501599541455938,
TNFAIP6,188.0,-0.013821890667802691,0.013811890667802692,0.004086982784515955,-0.004096982784515955,-0.023355340476384087,0.023345340476384088,,,0.008448914662500376,-0.008458914662500375,0.01132175407220766,-0.01133175407220766,,,
CACNB4,189.0,0.004139300219738185,-0.004149300219738184,0.007256513899594973,-0.007266513899594974,0.0049692373902903856,-0.004979237390290384,0.009435569244920049,-0.009445569244920049,0.005619766568816104,-0.005629766568816103,0.011858521698294072,-0.011868521698294072,0.005236552200972243,-0.005246552200972244,
RPRM,190.0,0.0073120899611291285,-0.007322089961129128,0.008148453304343092,-0.008158453304343092,0.006485735069905574,-0.0064957350699055725,0.011444339481377602,-0.011454339481377602,0.011619853215378851,-0.011629853215378851,0.009800657266095315,-0.009810657266095316,0.006029093768631498,-0.006039093768631498,
GALNT13,191.0,0.009044827005759593,-0.009054827005759592,0.0060652121161687,-0.0060752121161687,0.009711642629950251,-0.00972164262995025,0.006769745817630929,-0.006779745817630929,0.008752131099699398,-0.008762131099699397,0.011892632201061279,-0.01190263220106128,0.004982723047457678,-0.0049927230474576785,
KCNJ3,192.0,0.0077085152628207235,-0.007718515262820722,0.005402943261926127,-0.005412943261926127,0.006526519324064145,-0.0065365193240641455,0.01113325261267005,-0.01114325261267005,0.0094484102486153,-0.0094584102486153,0.010696425844727823,-0.010706425844727823,0.005641861603125658,-0.005651861603125658,
NR4A2,193.0,0.003789942623731515,-0.003799942623731515,0.0066038558076950285,-0.006613855807695027,0.010737791798220141,-0.01074779179822014,0.002903513668712984,-0.002913513668712984,0.000854574321661708,-0.000864574321661708,-0.01986436040277914,0.01985436040277914,0.00982084387109132,-0.009830843871091321,
TANC1,194.0,0.013581678221870409,-0.013591678221870409,0.004743113031922652,-0.004753113031922653,0.014351332982056916,-0.014361332982056916,0.00858066789820647,-0.008590667898206467,0.010669994060070229,-0.010679994060070228,0.012024850671977852,-0.012034850671977852,0.005678559510737549,-0.00568855951073755,
RBMS1,195.0,0.010380538049150095,-0.010390538049150095,0.00545906639086266,-0.00546906639086266,0.008637635808023111,-0.008647635808023111,0.00509516376256218,-0.005105163762562179,0.00809935902441418,-0.008109359024414179,0.009764167061721354,-0.009774167061721354,0.00519739608793382,-0.00520739608793382,
SLC4A10,196.0,0.008984266847398836,-0.008994266847398836,0.006870367762358512,-0.0068803677623585115,0.009023489629941595,-0.009033489629941594,0.008087231463701869,-0.008097231463701868,0.01023686790546706,-0.010246867905467059,0.0073996325864663925,-0.007409632586466392,0.004354536905711026,-0.004364536905711026,
GCG,197.0,-0.004070627521651811,0.004060627521651814,,,,,,,0.008159567157024053,-0.008169567157024053,-0.012638136440789302,0.012628136440789304,,,
FIGN,198.0,0.004951880653355335,-0.004961880653355334,0.00749285222410767,-0.00750285222410767,0.012923755816515515,-0.012933755816515515,0.012422229453990366,-0.012432229453990366,0.010255541176049704,-0.010265541176049702,0.007292422896546233,-0.007302422896546232,,,
GRB14,199.0,0.013335662497102637,-0.013345662497102636,0.0041699982937956894,-0.00417999829379569,0.0055112564429475605,-0.005521256442947559,0.007196683990452855,-0.0072066839904528545,0.010584595793349888,-0.010594595793349888,0.013361810613519471,-0.013371810613519473,0.006375718308056617,-0.006385718308056617,
COBLL1,200.0,-0.005773162043548233,0.005763162043548233,0.0011849150803795727,-0.0011949150803795727,0.012365628065425543,-0.012375628065425543,,,-0.030771166865795608,0.030761166865795605,0.01037111615392408,-0.01038111615392408,-0.0004970600716279333,0.0004870600716279333,
SCN2A,201.0,0.005992359062169106,-0.006002359062169106,0.00758312931693013,-0.0075931293169301285,0.0060547947635861965,-0.006064794763586196,0.010045771204697226,-0.010055771204697226,0.008946858293745974,-0.008956858293745974,0.010129265771174305,-0.010139265771174305,0.005715718147080516,-0.005725718147080516,
CSRNP3,202.0,0.004159017445013208,-0.004169017445013207,0.006524031168659225,-0.006534031168659225,0.006342046365587356,-0.0063520463655873565,0.006067736966110114,-0.006077736966110111,0.006317957715633385,-0.006327957715633385,0.01025567794893642,-0.01026567794893642,0.007434794411006376,-0.007444794411006377,
SCN1A,203.0,0.011493866832514812,-0.011503866832514812,-0.0019453428815341125,0.0019353428815341125,0.009348171912067924,-0.009358171912067923,0.012767071648794315,-0.012777071648794314,0.008549723518431043,-0.008559723518431045,0.004008289542507607,-0.004018289542507606,0.0026221935873183898,-0.0026321935873183907,
SCN9A,204.0,0.010505923521552607,-0.010515923521552608,-0.0370144000475195,0.037004400047519495,0.011147631246925485,-0.011157631246925485,0.01349635944149248,-0.01350635944149248,0.00739253906145003,-0.00740253906145003,0.010948887938073859,-0.010958887938073859,0.005618204369684922,-0.005628204369684923,
B3GALT1,205.0,0.007106729009016072,-0.0071167290090160705,0.006060643261539572,-0.006070643261539572,0.0061877216885242725,-0.006197721688524272,0.0009614248662473264,-0.0009714248662473264,0.007369478211703112,-0.007379478211703113,0.008000168790415344,-0.008010168790415346,0.0002668880726697242,-0.00027688807266972433,
SPC25,206.0,-0.01133412518834996,0.01132412518834996,0.006734562343872472,-0.006744562343872471,0.009564592811934029,-0.00957459281193403,0.00826666256509183,-0.008276662565091828,0.009640168946603474,-0.009650168946603472,0.0011296732840633678,-0.0011396732840633678,0.0039566746793349775,-0.003966674679334977,
LRP2,207.0,-0.028154838959951186,0.02814483895995119,-0.009030424239700768,0.009020424239700769,0.0008583466013948465,-0.0008683466013948466,0.012765269880590235,-0.012775269880590237,,,,,0.008401956098246122,-0.00841195609824612,
MYO3B,208.0,,,,,,,,,,,,,,,
GAD1,209.0,-0.0016131038709238793,0.0016031038709238793,0.0013024960693547587,-0.0013124960693547585,0.0045216945880884605,-0.004531694588088459,0.007423758567647169,-0.007433758567647166,0.009564301471546702,-0.0095743014715467,,,0.005184179475234793,-0.005194179475234793,
CYBRD1,210.0,-0.033834227621825266,0.03382422762182527,0.00785044260458466,-0.007860442604584659,,,,,,,,,,,
HAT1,211.0,0.008270959998265492,-0.008280959998265492,0.0019013084786904527,-0.0019113084786904527,0.013490825284736413,-0.013500825284736413,0.009286149930704632,-0.009296149930704631,0.00988210397203894,-0.009892103972038938,0.009385462279292949,-0.009395462279292948,0.004436952731272106,-0.004446952731272106,
